answer,choicedCardRule,sortingRule,RT
1,2,0,1099.3606
0,0,0,1689.3573
0,0,0,863.9882
0,0,0,1068.0406
0,0,0,1099.8122
0,0,0,1082.9034
0,0,0,1052.4203
1,0,1,1020.5035
1,0,1,1188.1076
1,2,1,1876.3256
0,1,1,1220.1912
0,1,1,1876.5149
0,1,1,1315.1382
0,1,1,1108.2487
0,1,1,996.3341
0,1,1,2244.6582
1,1,2,788.3236
1,0,2,1300.2108
0,2,2,1420.289
0,2,2,715.8077
0,2,2,980.9677
0,2,2,1643.3388
0,2,2,1676.6785
0,2,2,1491.43
1,2,1,1148.3021
0,1,1,948.479
0,1,1,931.2346
0,1,1,2188.4025
0,1,1,2253.4272
0,1,1,1522.154
0,1,1,1491.5986
1,1,0,1084.971
1,2,0,1387.2744
0,0,0,988.4066
0,0,0,1219.575
0,0,0,1740.6327
0,0,0,1211.7422
0,0,0,1140.103
0,0,0,1384.7113
1,0,2,1163.6251
1,1,2,875.9606
0,2,2,1100.154
0,2,2,1388.5081
0,2,2,1708.4853
0,2,2,932.4979
0,2,2,1380.6985
0,2,2,1027.2465
1,2,0,1027.8385
1,1,0,2291.8885
0,0,0,796.7021
0,0,0,892.0541
0,0,0,1108.4944
0,0,0,971.4543
0,0,0,1620.4551
0,0,0,996.2039
1,0,1,1204.1334
1,2,1,995.4559
0,1,1,764.7581
0,1,1,1298.3528
0,1,1,1742.0972
0,1,1,1106.8366
0,1,1,949.3401
0,1,1,908.6871
1,1,2,1043.3005
1,0,2,2468.0254
0,2,2,796.0661
0,2,2,1115.5913
0,2,2,1236.335
0,2,2,724.8163
0,2,2,1861.987
0,2,2,731.7779
0,1,1,731.6798
1,2,1,2612.3802
0,1,1,1204.3608
0,1,1,994.6927
0,1,1,1380.4021
0,1,1,1365.3137
0,1,1,1283.7688
0,1,1,988.1881
1,1,0,1140.3552
1,2,0,1244.0011
0,0,0,860.8493
0,0,0,1388.7054
0,0,0,2738.7907
0,0,0,1668.4432
0,0,0,917.0064
0,0,0,1468.1739
1,0,2,1260.4818
0,2,2,1331.443
0,2,2,868.1447
0,2,2,1027.9684
0,2,2,596.178
0,2,2,739.6562
0,2,2,972.3676
1,2,1,1500.078
0,1,1,1027.6903
